ticker,country_code,country_name,company,fiscal_year,cash_from_operations,total_assets,net_interest_coverage,current_ratio,total_debt_to_equity,besg_esg_score,market_cap,total_liabilities,tobins_q,roa,capex,net_ppe,esg_disclosure_score,cash_equivalents,security_key,period_group
1126,HK,Hong Kong,DREAM INTERNATIONAL LTD,2025,110268008.0,712385920,,3.264,2.8896,,713917.375,172434128,1.2442,13.1925,-25975836.0,177066896,,230991024.0,1126 HK,GenAI Era (2023+)
1128,HK,Hong Kong,WYNN MACAU LTD,2017,1488934912.0,5503595520,4.0216,0.5535,937.2067,3.52,16461403.0,5119488512,3.9212,8.6117,-161836592.0,4509019648,47.18,670697472.0,1128 HK,Pre-COVID (≤2019)
1128,HK,Hong Kong,WYNN MACAU LTD,2018,1081612032.0,5883633152,5.5294,1.0303,2178.4023,4.85,11333222.0,5689759232,2.8933,14.0224,-151684576.0,4288053760,70.88,1216315136.0,1128 HK,Pre-COVID (≤2019)
1128,HK,Hong Kong,WYNN MACAU LTD,2019,697922176.0,6456375808,4.6547,1.4778,4557.7695,5.26,12810251.0,6201310208,2.9446,10.4941,-209338256.0,4228118784,70.88,1808592128.0,1128 HK,Pre-COVID (≤2019)
1128,HK,Hong Kong,WYNN MACAU LTD,2020,-662424448.0,6662134272,,1.8,,4.74,8727110.0,7314264576,2.4078,-14.1582,-96587864.0,3897348096,77.48,2428660992.0,1128 HK,COVID (2020–2022)
1128,HK,Hong Kong,WYNN MACAU LTD,2021,-446016640.0,5373131776,,2.5029,,5.12,4253037.5,6658492416,2.0308,-11.0724,-61241796.0,3589083648,78.82,1495876864.0,1128 HK,COVID (2020–2022)
1128,HK,Hong Kong,WYNN MACAU LTD,2022,-573486976.0,4624497152,,1.7467,,4.56,5838247.5,6823025664,2.7379,-18.8244,-44528096.0,3292310784,76.37,951446592.0,1128 HK,COVID (2020–2022)
1128,HK,Hong Kong,WYNN MACAU LTD,2023,553390208.0,5739514880,1.4394,1.1379,,4.95,4314361.0,7763870208,2.1044,2.8963,-91239152.0,3104023040,69.06,1318741120.0,1128 HK,GenAI Era (2023+)
1128,HK,Hong Kong,WYNN MACAU LTD,2024,703446336.0,5050597888,2.246,1.2573,,5.35,3642538.25,6761567232,2.06,7.6092,-167371984.0,3003663104,76.86,1459038336.0,1128 HK,GenAI Era (2023+)
1128,HK,Hong Kong,WYNN MACAU LTD,2025,670418880.0,5211009024,1.6773,1.2306,,,4012434.25,6945326592,2.1028,4.0846,-248716400.0,2950602240,,916058176.0,1128 HK,GenAI Era (2023+)
1133,HK,Hong Kong,HARBIN ELECTRIC CO LTD-H,2017,-387819648.0,9964819456,1.6098,1.19,77.8465,,576290.6875,7483969024,0.8423,0.2972,-152476320.0,1123639296,,2337020416.0,1133 HK,Pre-COVID (≤2019)
1133,HK,Hong Kong,HARBIN ELECTRIC CO LTD-H,2018,-106503056.0,8220103680,2.3165,1.2329,58.9275,,869363.25,5849088000,0.84,0.1175,-60324744.0,1018243136,,1701778176.0,1133 HK,Pre-COVID (≤2019)
1133,HK,Hong Kong,HARBIN ELECTRIC CO LTD-H,2019,-506480032.0,7910311936,3.5486,1.2392,77.8476,,492948.7812,5633240064,0.7795,0.1902,-71247344.0,951777600,,1320794880.0,1133 HK,Pre-COVID (≤2019)
1133,HK,Hong Kong,HARBIN ELECTRIC CO LTD-H,2020,268011712.0,8879956992,0.8129,1.2675,84.9926,,488603.0,6398027776,0.7845,-0.0129,-50854776.0,958745152,,1876564224.0,1133 HK,COVID (2020–2022)
1133,HK,Hong Kong,HARBIN ELECTRIC CO LTD-H,2021,127407000.0,9535752192,,1.1586,123.5662,2.46,770370.125,7617171968,0.8899,-6.9873,-58291804.0,1052875776,42.11,1985646848.0,1133 HK,COVID (2020–2022)
1133,HK,Hong Kong,HARBIN ELECTRIC CO LTD-H,2022,678187136.0,9173387264,1.7947,1.1671,124.3213,3.73,684647.8125,7379709952,0.8893,0.1592,-55455864.0,972409024,53.02,2349977344.0,1133 HK,COVID (2020–2022)
1133,HK,Hong Kong,HARBIN ELECTRIC CO LTD-H,2023,296320096.0,10040127488,6.0017,1.1467,91.9589,4.0,592667.8125,7985855488,0.8646,0.8542,-153985888.0,880410112,57.72,2445253120.0,1133 HK,GenAI Era (2023+)
1133,HK,Hong Kong,HARBIN ELECTRIC CO LTD-H,2024,-52388200.0,9856447488,17.1792,1.1319,54.0594,2.98,728372.375,7638476288,0.8587,2.3534,-233913808.0,999574848,46.82,2078767232.0,1133 HK,GenAI Era (2023+)
1133,HK,Hong Kong,HARBIN ELECTRIC CO LTD-H,2025,631092608.0,11255067648,31.6957,1.1286,38.3222,,4777717.0,8611485696,1.1982,3.54,-246542816.0,1115534464,,2030810496.0,1133 HK,GenAI Era (2023+)
1138,HK,Hong Kong,COSCO SHIPPING ENERGY TRAN-H,2017,429950688.0,9281029120,3.553,0.8223,99.8042,3.0,3281787.5,4936969216,0.8912,2.9762,-908238464.0,6910580736,50.03,770184000.0,1138 HK,Pre-COVID (≤2019)
1138,HK,Hong Kong,COSCO SHIPPING ENERGY TRAN-H,2018,105658432.0,9219490816,1.1204,0.6382,101.8462,3.54,2412720.0,4963883008,0.8172,0.1698,-521401120.0,7179804672,50.03,504168736.0,1138 HK,Pre-COVID (≤2019)
1138,HK,Hong Kong,COSCO SHIPPING ENERGY TRAN-H,2019,646160064.0,9455418368,1.4516,0.561,110.5287,3.77,3119099.5,5266716672,0.9027,0.6404,-184685744.0,7406675968,50.03,562747968.0,1138 HK,Pre-COVID (≤2019)
1138,HK,Hong Kong,COSCO SHIPPING ENERGY TRAN-H,2020,938095488.0,10105382912,3.6765,0.7965,73.1252,4.73,4057641.5,4650924032,0.8766,3.6136,-798837952.0,7689034752,61.31,745985856.0,1138 HK,COVID (2020–2022)
1138,HK,Hong Kong,COSCO SHIPPING ENERGY TRAN-H,2021,504728672.0,9343612928,,0.4863,85.0975,4.65,3722473.0,4635964416,0.917,-7.9544,-453704480.0,6954334720,64.65,554289920.0,1138 HK,COVID (2020–2022)
1138,HK,Hong Kong,COSCO SHIPPING ENERGY TRAN-H,2022,592332096.0,9893377024,3.2892,0.7915,90.0063,5.2,7062883.5,5027062272,1.2513,2.289,-661704704.0,6959945728,64.65,614408896.0,1138 HK,COVID (2020–2022)
1138,HK,Hong Kong,COSCO SHIPPING ENERGY TRAN-H,2023,1161895552.0,10340476928,4.4768,1.0833,79.3898,6.04,7212198.5,4994682368,1.2186,4.7702,-808218816.0,7292919296,73.98,809562048.0,1138 HK,GenAI Era (2023+)
1138,HK,Hong Kong,COSCO SHIPPING ENERGY TRAN-H,2024,1107494272.0,11208102912,4.8049,0.9618,92.1755,6.21,6559790.5,5795895808,1.1405,5.2091,-1095049088.0,7656949248,77.95,798640576.0,1138 HK,GenAI Era (2023+)
1138,HK,Hong Kong,COSCO SHIPPING ENERGY TRAN-H,2025,949546304.0,13448655872,4.955,1.2885,65.384,,8565868.0,6119165952,0.9907,4.5929,-784357120.0,8062524416,,2211210496.0,1138 HK,GenAI Era (2023+)
116,HK,Hong Kong,CHOW SANG SANG HLDG,2017,13089513.0,1749819520,,3.9746,20.4648,,1635913.875,453776736,1.1942,6.7752,-26985556.0,140325632,,153593056.0,116 HK,Pre-COVID (≤2019)
116,HK,Hong Kong,CHOW SANG SANG HLDG,2018,118060208.0,1766813440,,3.9716,18.5802,,1005053.875,436543872,0.8159,7.3597,-43150164.0,152725920,,166304096.0,116 HK,Pre-COVID (≤2019)
116,HK,Hong Kong,CHOW SANG SANG HLDG,2019,85085736.0,2084480768,45.9878,2.9729,37.5325,,842748.375,719464512,0.7494,4.2796,-52932132.0,336147872,,132019464.0,116 HK,Pre-COVID (≤2019)
116,HK,Hong Kong,CHOW SANG SANG HLDG,2020,298556512.0,2170120960,37.9343,3.5365,17.3229,,768848.3125,620007616,0.64,3.2935,-30126496.0,276700800,,213287456.0,116 HK,COVID (2020–2022)
116,HK,Hong Kong,CHOW SANG SANG HLDG,2021,-89206264.0,2319815168,18.4952,3.3043,25.2309,3.86,946974.125,685514176,0.7032,3.6847,-53509092.0,310611360,49.18,86123504.0,116 HK,COVID (2020–2022)
116,HK,Hong Kong,CHOW SANG SANG HLDG,2022,7652325.0,2390614528,9.2248,2.7368,39.0896,3.79,897838.625,869121984,0.738,2.4623,-50159624.0,327907392,49.18,95957032.0,116 HK,COVID (2020–2022)
116,HK,Hong Kong,CHOW SANG SANG HLDG,2023,268512480.0,2452584448,12.6886,2.7104,37.515,4.6,778859.125,894420672,0.6805,5.3571,-55215392.0,343491424,63.7,140340816.0,116 HK,GenAI Era (2023+)
116,HK,Hong Kong,CHOW SANG SANG HLDG,2024,219598400.0,2529671936,10.5317,2.6302,40.602,4.8,562065.0625,935316224,0.5896,4.1518,-26747212.0,304088864,66.01,171972016.0,116 HK,GenAI Era (2023+)
116,HK,Hong Kong,CHOW SANG SANG HLDG,2025,73880024.0,3153008640,25.0695,2.3335,57.1957,,1052799.5,1294872704,0.7446,7.7726,-15765473.0,275636896,,125680960.0,116 HK,GenAI Era (2023+)
1164,HK,Hong Kong,CGN MINING CO LTD,2017,3094968.0,244649456,,10.7233,0.0,,532292.6875,15426955,2.2388,2.7425,0.0,2115766,,130193544.0,1164 HK,Pre-COVID (≤2019)
1164,HK,Hong Kong,CGN MINING CO LTD,2018,22380178.0,341475840,23.9784,3.3304,39.9014,,202262.9375,103430584,0.8952,5.3237,-7273.0,1846991,,143389600.0,1164 HK,Pre-COVID (≤2019)
1164,HK,Hong Kong,CGN MINING CO LTD,2019,-82568608.0,397392032,352.6407,4.6366,55.0743,,258461.4844,147784752,1.0223,5.5464,-10466.0,513018,,86888640.0,1164 HK,Pre-COVID (≤2019)
1164,HK,Hong Kong,CGN MINING CO LTD,2020,-42107600.0,540101760,6.6623,2.7293,96.722,,306466.0312,278670432,1.0834,4.2624,-67559.0,335195,,151477104.0,1164 HK,COVID (2020–2022)
1164,HK,Hong Kong,CGN MINING CO LTD,2021,31223124.0,814309056,5.0926,0.515,140.5118,1.71,660279.875,537909824,1.4714,3.3879,-50561.0,622892,36.76,10425521.0,1164 HK,COVID (2020–2022)
1164,HK,Hong Kong,CGN MINING CO LTD,2022,59297536.0,880027072,11.1726,1.1856,71.7886,2.28,789129.6875,450872000,1.409,7.7927,-75857.0,460028,48.44,6715203.0,1164 HK,COVID (2020–2022)
1164,HK,Hong Kong,CGN MINING CO LTD,2023,180586720.0,864256640,5.9405,1.5914,44.9831,2.46,1673773.375,367471392,2.3619,7.3017,-4598.0,223926,52.51,130238264.0,1164 HK,GenAI Era (2023+)
1164,HK,Hong Kong,CGN MINING CO LTD,2024,-60837212.0,1009602176,7.4587,0.9217,74.3922,2.64,1594952.5,504728672,2.0797,4.687,-7305.0,703297,54.56,148536768.0,1164 HK,GenAI Era (2023+)
1164,HK,Hong Kong,CGN MINING CO LTD,2025,-33720356.0,1119584640,6.0461,1.082,66.7322,,3017267.5,533361312,3.1714,5.4691,-8338.0,484076,,121318104.0,1164 HK,GenAI Era (2023+)
1167,HK,Hong Kong,JACOBIO PHARMACEUTICALS GROU,2018,-12047996.0,68851640,,23.6588,,,,82989168,,,-2432777.0,5130043,,61180928.0,1167 HK,Pre-COVID (≤2019)
1167,HK,Hong Kong,JACOBIO PHARMACEUTICALS GROU,2019,-15994443.0,52176668,,6.9571,,,,119683632,,-101.5173,-483886.0,4886980,,45141456.0,1167 HK,Pre-COVID (≤2019)
1167,HK,Hong Kong,JACOBIO PHARMACEUTICALS GROU,2020,11274806.0,286087456,,24.5722,0.5728,,1387298.875,12432590,4.968,-135.7126,-1470829.0,5228735,,249327120.0,1167 HK,COVID (2020–2022)
1167,HK,Hong Kong,JACOBIO PHARMACEUTICALS GROU,2021,-22863628.0,270894720,,20.2854,0.4158,3.28,1434588.25,13333019,5.345,-16.783,-1566975.0,6571955,48.85,241906672.0,1167 HK,COVID (2020–2022)
1167,HK,Hong Kong,JACOBIO PHARMACEUTICALS GROU,2022,-43820444.0,228256016,,8.5899,11.5237,3.22,517162.5625,42345256,2.4512,-22.5611,-2445333.0,29749224,48.85,188253856.0,1167 HK,COVID (2020–2022)
1167,HK,Hong Kong,JACOBIO PHARMACEUTICALS GROU,2023,-48671632.0,205666784,,5.6959,12.6981,3.03,366956.875,54513320,2.0493,-23.6642,-5342090.0,30924772,48.39,161641280.0,1167 HK,GenAI Era (2023+)
1167,HK,Hong Kong,JACOBIO PHARMACEUTICALS GROU,2024,-5407917.0,186202704,,4.8945,10.4009,3.43,128970.3672,59729292,1.0134,-11.0446,-1679253.0,20754036,51.07,160908976.0,1167 HK,GenAI Era (2023+)
1167,HK,Hong Kong,JACOBIO PHARMACEUTICALS GROU,2025,-26605696.0,186623168,,5.0986,20.701,,644097.4375,76361048,3.8588,-10.9616,-153109.0,18584796,,139309920.0,1167 HK,GenAI Era (2023+)
1171,HK,Hong Kong,YANKUANG ENERGY GROUP CO-H,2017,1825636608.0,30324531200,4.7726,1.0239,88.2868,2.46,8889137.0,18076286976,1.0529,4.559,-1070644352.0,15425017856,32.2,3238701056.0,1171 HK,Pre-COVID (≤2019)
1171,HK,Hong Kong,YANKUANG ENERGY GROUP CO-H,2018,2821757696.0,29948915712,5.7794,1.0878,78.8993,3.35,5352645.0,17294268416,0.8795,4.557,-1536829056.0,15051405312,38.81,3979492864.0,1171 HK,Pre-COVID (≤2019)
1171,HK,Hong Kong,YANKUANG ENERGY GROUP CO-H,2019,2468866816.0,30266906624,6.5352,0.9395,77.1664,3.2,6243080.0,18010163200,0.9495,4.7839,-1141876480.0,9050648576,36.88,3272819456.0,1171 HK,Pre-COVID (≤2019)
1171,HK,Hong Kong,YANKUANG ENERGY GROUP CO-H,2020,1114090240.0,41826398208,4.9461,0.5611,103.0078,3.66,6085888.0,27718785024,0.9334,2.815,-948157376.0,14020970496,46.08,2622328064.0,1171 HK,COVID (2020–2022)
1171,HK,Hong Kong,YANKUANG ENERGY GROUP CO-H,2021,4711312896.0,47506964480,6.0306,0.9239,96.7984,3.87,14787149.0,30522257408,1.0839,5.9551,-468242944.0,14335054848,50.43,6300214784.0,1171 HK,COVID (2020–2022)
1171,HK,Hong Kong,YANKUANG ENERGY GROUP CO-H,2022,6643956224.0,51648655360,9.0938,0.9186,72.7707,4.51,20636208.0,31440089088,1.1554,9.4903,-2703791104.0,18939738112,54.21,6981621248.0,1171 HK,COVID (2020–2022)
1171,HK,Hong Kong,YANKUANG ENERGY GROUP CO-H,2023,2513893632.0,49619705856,11.5425,0.7829,85.774,4.58,18217776.0,33091424256,1.2098,5.5504,-2400210176.0,19482466304,54.6,4274257664.0,1171 HK,GenAI Era (2023+)
1171,HK,Hong Kong,YANKUANG ENERGY GROUP CO-H,2024,4167636480.0,56147230720,10.2778,0.7632,82.5597,4.89,16274168.0,35748044800,1.1337,3.9948,-2534256384.0,22566428672,54.98,4313408000.0,1171 HK,GenAI Era (2023+)
1171,HK,Hong Kong,YANKUANG ENERGY GROUP CO-H,2025,2429894912.0,64668176384,5.4083,0.8468,77.2266,,16254320.0,40215998464,1.0341,2.1242,-2102718080.0,24879554560,,3816879872.0,1171 HK,GenAI Era (2023+)
1177,HK,Hong Kong,SINO BIOPHARMACEUTICAL,2017,691661760.0,3217504768,,2.4225,23.4017,3.49,13150159.0,1279341312,4.6472,11.0427,-156757168.0,656648512,42.09,567421888.0,1177 HK,Pre-COVID (≤2019)
1177,HK,Hong Kong,SINO BIOPHARMACEUTICAL,2018,829449024.0,7237073408,,1.9173,9.0884,3.43,8326013.5,1778103424,1.5608,25.5852,-234499600.0,1021511680,42.09,906451840.0,1177 HK,Pre-COVID (≤2019)
1177,HK,Hong Kong,SINO BIOPHARMACEUTICAL,2019,800748544.0,5387338240,,3.067,41.9037,3.31,17615740.0,2434587904,3.8713,6.327,-209869968.0,1096192000,43.73,1526726912.0,1177 HK,Pre-COVID (≤2019)
1177,HK,Hong Kong,SINO BIOPHARMACEUTICAL,2020,814978816.0,7232877568,25.7388,2.0829,65.3403,3.71,18244354.0,3798087936,3.1677,6.5414,-206637056.0,1285728000,47.55,1627680128.0,1177 HK,COVID (2020–2022)
1177,HK,Hong Kong,SINO BIOPHARMACEUTICAL,2021,1496906368.0,9525233664,112.421,1.5316,32.5222,3.85,13191944.0,3589357312,1.8846,27.1144,-265782704.0,1339825024,54.8,1510287232.0,1177 HK,COVID (2020–2022)
1177,HK,Hong Kong,SINO BIOPHARMACEUTICAL,2022,1088484096.0,9286562816,13.5684,1.287,27.7668,3.96,11020595.0,3786382080,1.7224,4.0825,-184890768.0,1341023232,48.97,1254574080.0,1177 HK,COVID (2020–2022)
1177,HK,Hong Kong,SINO BIOPHARMACEUTICAL,2023,933893120.0,8956911616,9.8637,1.053,32.9585,4.4,8352780.0,3581770240,1.4534,3.6531,-150794528.0,1395843072,58.39,1028259712.0,1177 HK,GenAI Era (2023+)
1177,HK,Hong Kong,SINO BIOPHARMACEUTICAL,2024,1160379776.0,8960745472,,1.2623,22.664,4.32,7741274.0,3100802560,1.3753,5.4256,-133354360.0,1409452288,59.01,853703424.0,1177 HK,GenAI Era (2023+)
1177,HK,Hong Kong,SINO BIOPHARMACEUTICAL,2025,1585687040.0,10875480064,,1.3677,38.1838,,14895005.0,4853828608,1.9661,3.3141,-172424944.0,1464194944,,1056630336.0,1177 HK,GenAI Era (2023+)
1186,HK,Hong Kong,CHINA RAILWAY CONSTRUCTION-H,2017,2439232768.0,126314020864,4.1695,1.2009,109.4,1.47,22102394.0,98857885696,1.0029,2.031,-4478611968.0,9143057408,25.0,20180164608.0,1186 HK,Pre-COVID (≤2019)
1186,HK,Hong Kong,CHINA RAILWAY CONSTRUCTION-H,2018,-737014848.0,133411438592,4.4621,1.099,120.7677,1.48,21053764.0,103268990976,0.9723,2.0621,-4892633600.0,9649565696,25.0,19297679360.0,1186 HK,Pre-COVID (≤2019)
1186,HK,Hong Kong,CHINA RAILWAY CONSTRUCTION-H,2019,4176438272.0,155274608640,4.5064,1.097,101.4515,1.47,19024620.0,117646213120,0.9655,2.0208,-4671627264.0,10587670528,26.17,20481615872.0,1186 HK,Pre-COVID (≤2019)
1186,HK,Hong Kong,CHINA RAILWAY CONSTRUCTION-H,2020,4115102976.0,190402134016,4.4941,1.1184,97.745,1.57,15058000.0,142351040512,0.9294,1.9271,-4553822208.0,12889751552,26.66,26641838080.0,1186 HK,COVID (2020–2022)
1186,HK,Hong Kong,CHINA RAILWAY CONSTRUCTION-H,2021,-3284297984.0,212861665280,4.7266,1.0917,92.6446,2.7,15474424.0,158348197888,0.9208,1.9024,-5097467392.0,14499292160,42.0,17265596416.0,1186 HK,COVID (2020–2022)
1186,HK,Hong Kong,CHINA RAILWAY CONSTRUCTION-H,2022,6192502272.0,220901867520,4.8893,1.0807,90.0319,3.1,14132429.0,164960075776,0.8734,1.8548,-4499908608.0,14012957696,49.4,20948525056.0,1186 HK,COVID (2020–2022)
1186,HK,Hong Kong,CHINA RAILWAY CONSTRUCTION-H,2023,1048011648.0,234188521472,4.2725,1.0668,92.0303,3.28,13558247.0,175449194496,0.8716,1.6377,-4931379200.0,14888098816,49.4,21494644736.0,1186 HK,GenAI Era (2023+)
1186,HK,Hong Kong,CHINA RAILWAY CONSTRUCTION-H,2024,-6642484224.0,255204884480,3.2427,1.0281,126.7595,3.31,15982777.0,197310152704,0.8864,1.2601,-5270928384.0,15269055488,49.4,22929504256.0,1186 HK,GenAI Era (2023+)
1186,HK,Hong Kong,CHINA RAILWAY CONSTRUCTION-H,2025,-2284660480.0,298153574400,2.5879,1.0275,157.7548,,14056334.0,237064912896,0.8681,0.9305,-6625541120.0,16956950528,,24796934144.0,1186 HK,GenAI Era (2023+)
119,HK,Hong Kong,POLY PROPERTY GROUP CO LTD,2017,994961984.0,16484068352,2.806,1.5731,139.988,,1907563.125,12539444224,0.896,1.963,-4405048.0,1679544576,,2678039808.0,119 HK,Pre-COVID (≤2019)
119,HK,Hong Kong,POLY PROPERTY GROUP CO LTD,2018,96330872.0,18981054464,2.5947,1.6558,169.5753,,1145369.875,14823932928,0.8593,1.6159,-15755413.0,2147900160,,2956114944.0,119 HK,Pre-COVID (≤2019)
119,HK,Hong Kong,POLY PROPERTY GROUP CO LTD,2019,-556055232.0,20449294336,3.7373,1.8048,184.4904,,1518354.25,15966530560,0.8702,2.4894,-5278038.0,2084348288,,3528057600.0,119 HK,Pre-COVID (≤2019)
119,HK,Hong Kong,POLY PROPERTY GROUP CO LTD,2020,-679315456.0,26507843584,2.4663,1.69,221.4,,1071964.25,21451161600,0.868,1.0307,-6447675.0,1844688128,,5541048320.0,119 HK,COVID (2020–2022)
119,HK,Hong Kong,POLY PROPERTY GROUP CO LTD,2021,-565744384.0,24785750016,3.1177,1.6542,182.6384,4.01,976262.3125,19893743616,0.8764,1.0327,-6366279.0,1697616256,46.0,3815049728.0,119 HK,COVID (2020–2022)
119,HK,Hong Kong,POLY PROPERTY GROUP CO LTD,2022,-1642980864.0,26034735104,2.5907,1.8329,192.1231,3.68,857129.9375,20678217728,0.8708,0.4118,-58672936.0,1753007360,47.02,3995710208.0,119 HK,COVID (2020–2022)
119,HK,Hong Kong,POLY PROPERTY GROUP CO LTD,2023,868713216.0,28982558720,2.405,1.7294,164.167,3.52,777876.375,22622982144,0.8612,0.7497,-4126637.0,1827804032,48.06,4454446592.0,119 HK,GenAI Era (2023+)
119,HK,Hong Kong,POLY PROPERTY GROUP CO LTD,2024,966314048.0,25580644352,2.9671,1.7961,151.4144,3.19,757575.875,19588227072,0.8575,0.086,-2271633.0,1622118784,48.78,4442434560.0,119 HK,GenAI Era (2023+)
119,HK,Hong Kong,POLY PROPERTY GROUP CO LTD,2025,616339584.0,26011912192,1.4522,2.0387,147.058,,981817.125,19181987840,0.8523,0.1222,-4763236.0,1927822592,,4446322176.0,119 HK,GenAI Era (2023+)
1193,HK,Hong Kong,CHINA RESOURCES GAS GROUP LT,2017,1062371520.0,8801992704,23.3696,0.7114,39.6079,3.05,8070704.5,5068222976,1.5971,5.6899,-579991232.0,3881417216,43.5,1325599488.0,1193 HK,Pre-COVID (≤2019)
1193,HK,Hong Kong,CHINA RESOURCES GAS GROUP LT,2018,1096761856.0,9393501184,,0.7308,28.2335,2.42,8802686.0,5357791744,1.6098,6.253,-748904640.0,4193582336,36.92,1326919168.0,1193 HK,Pre-COVID (≤2019)
1193,HK,Hong Kong,CHINA RESOURCES GAS GROUP LT,2019,1131414784.0,10504804352,39.7054,0.7749,22.9555,2.35,12220478.0,5905844736,1.8358,6.4911,-542735296.0,4681689088,36.92,1733487488.0,1193 HK,Pre-COVID (≤2019)
1193,HK,Hong Kong,CHINA RESOURCES GAS GROUP LT,2020,1153482880.0,12106583040,82.4794,0.7852,18.5649,3.71,12310643.0,6061938176,1.6304,5.8639,-603756416.0,5642339328,45.71,1733650560.0,1193 HK,COVID (2020–2022)
1193,HK,Hong Kong,CHINA RESOURCES GAS GROUP LT,2021,1132116608.0,13611581440,160.7168,0.6277,12.7408,3.78,13072429.0,6681455104,1.5717,6.3951,-756913856.0,6489634304,48.93,969919872.0,1193 HK,COVID (2020–2022)
1193,HK,Hong Kong,CHINA RESOURCES GAS GROUP LT,2022,546355072.0,14362467328,21.5726,0.6072,34.4949,3.37,8690488.0,7627977728,1.254,4.3389,-810804736.0,6575106048,46.07,825137984.0,1193 HK,COVID (2020–2022)
1193,HK,Hong Kong,CHINA RESOURCES GAS GROUP LT,2023,1245428608.0,17651791872,12.7748,0.6937,35.7257,3.67,7584402.0,9536706560,1.1339,4.1803,-681946432.0,8444151296,49.65,1277554560.0,1193 HK,GenAI Era (2023+)
1193,HK,Hong Kong,CHINA RESOURCES GAS GROUP LT,2024,4678218752.0,17055588352,13.1608,0.5474,35.9295,5.52,9160485.0,8820077568,1.2263,3.0243,-556695744.0,8705321984,56.24,969474112.0,1193 HK,GenAI Era (2023+)
1193,HK,Hong Kong,CHINA RESOURCES GAS GROUP LT,2025,836429632.0,17524254720,11.294,0.544,35.496,,6724517.5,8784651264,1.0599,2.6381,-417585632.0,9095094272,,988258944.0,1193 HK,GenAI Era (2023+)
1196,HK,Hong Kong,REALORD TECHNOLOGY CO LTD,2017,-8593482.0,278470112,5.6417,1.4346,57.4469,,817514.75,137154736,3.4437,4.9297,-1165842.0,185915152,,10086402.0,1196 HK,Pre-COVID (≤2019)
1196,HK,Hong Kong,REALORD TECHNOLOGY CO LTD,2018,-34672396.0,1458296448,2.2478,2.1549,261.7259,,922042.4375,1083889920,1.3803,5.3435,-1278332.0,1173025152,,115548376.0,1196 HK,Pre-COVID (≤2019)
1196,HK,Hong Kong,REALORD TECHNOLOGY CO LTD,2019,-33207710.0,1615435136,,3.7546,272.0724,,843811.8125,1202133376,1.336,-3.4621,-774080.0,1201217792,,75918448.0,1196 HK,Pre-COVID (≤2019)
1196,HK,Hong Kong,REALORD TECHNOLOGY CO LTD,2020,-99140296.0,2156318464,3.4102,3.5214,247.892,,829126.5,1587354624,1.1748,6.0417,-2960368.0,1585218176,,178989776.0,1196 HK,COVID (2020–2022)
1196,HK,Hong Kong,REALORD TECHNOLOGY CO LTD,2021,-112156336.0,2404281600,1.6814,6.3145,222.5166,2.66,1796521.625,1729029248,1.5268,0.6891,-6893501.0,1452103424,38.12,47897404.0,1196 HK,COVID (2020–2022)
1196,HK,Hong Kong,REALORD TECHNOLOGY CO LTD,2022,-260116608.0,2546839296,,1.4651,240.6286,2.66,1636142.125,1884797184,1.4606,0.595,-4799911.0,1192158976,38.12,38279092.0,1196 HK,COVID (2020–2022)
1196,HK,Hong Kong,REALORD TECHNOLOGY CO LTD,2023,-44559012.0,2622196736,1.8066,4.7296,243.4447,2.63,1010817.375,1969485824,1.2101,0.3801,-390863.0,1303004928,38.12,29525644.0,1196 HK,GenAI Era (2023+)
1196,HK,Hong Kong,REALORD TECHNOLOGY CO LTD,2024,-49605544.0,2444550656,,1.0007,289.4064,2.63,1372510.875,1920481920,1.4192,-4.4929,-353721.0,1205594496,38.12,15018989.0,1196 HK,GenAI Era (2023+)
1196,HK,Hong Kong,REALORD TECHNOLOGY CO LTD,2025,-58682304.0,2582859776,,3.9528,397.0988,,2484792.5,2145326720,1.8575,-4.5552,-648306.0,1235155584,,21618596.0,1196 HK,GenAI Era (2023+)
1199,HK,Hong Kong,COSCO SHIPPING PORTS LTD,2017,375624000.0,8954080256,16.3145,0.8259,41.1878,2.7,3181435.25,3108706048,0.7758,6.5113,-198483008.0,3259204096,69.5,560067008.0,1199 HK,Pre-COVID (≤2019)
1199,HK,Hong Kong,COSCO SHIPPING PORTS LTD,2018,372219008.0,9045451776,6.856,1.0968,43.4641,2.7,3060579.0,3225801984,0.7673,3.6066,-312824000.0,3319576064,68.29,543014976.0,1199 HK,Pre-COVID (≤2019)
1199,HK,Hong Kong,COSCO SHIPPING PORTS LTD,2019,497755008.0,10476518400,3.9077,1.2558,64.509,2.48,2589906.25,4711312896,0.7704,3.1556,-242462000.0,4063088128,66.45,927193984.0,1199 HK,Pre-COVID (≤2019)
1199,HK,Hong Kong,COSCO SHIPPING PORTS LTD,2020,449067008.0,11224344576,5.2851,1.8103,61.2893,3.08,2304635.0,4847118848,0.7108,3.2024,-224428000.0,4003843072,66.45,1310289024.0,1199 HK,COVID (2020–2022)
1199,HK,Hong Kong,COSCO SHIPPING PORTS LTD,2021,539139968.0,12033309696,5.1835,0.993,58.2916,3.44,2878429.75,5092670976,0.7446,3.0498,-376047008.0,5040688128,70.63,1226840960.0,1199 HK,COVID (2020–2022)
